source_id	ONCpc2	_RAJ2000	_DEJ2000	N	NIC	RAJ2000	DEJ2000	F336W	e_F336W	f_F336W	F439W	e_F439W	f_F439W	F656N	e_F656N	f_F656N	F814W	e_F814W	f_F814W
3745	169	83.807233	-5.372711	1	1	05 35 13.736	-05 22 21.76	19.4435	0.0717	1	18.762	0.037	1	13.6594	0.038	1	13.7765	0.011	1
3813	170	83.808621	-5.376822	1	0	05 35 14.069	-05 22 36.56	18.777	0.0936	1	17.9016	0.0288	1	13.9147	0.0784	1	13.1413	0.0106	1
4054	171	83.812117	-5.377586	1	0	05 35 14.908	-05 22 39.31	16.1914	0.0244	1	15.3272	0.0115	1	12.5296	0.0544	1	12.0465	0.0103	1
3337	172	83.796442	-5.425636	1	0	05 35 11.146	-05 25 32.29	       	       	0	       	22.0853	2	       	16.9076	2	16.5001	0.0237	1
3463	173	83.800479	-5.409389	1	0	05 35 12.115	-05 24 33.80	17.1534	0.2112	1	17.6055	0.0834	1	12.6327	0.1366	1	15.8901	0.0468	1
3678	174	83.8063	-5.384586	1	0	05 35 13.512	-05 23 04.51	       	       	0	       	       	0	       	       	3	15.919	0.0301	1
3700	175	83.806042	-5.394514	1	0	05 35 13.450	-05 23 40.25	16.5726	0.0339	1	16.1413	0.0145	1	12.5992	0.0552	1	12.6461	0.0106	1
4003	176	83.811171	-5.376072	1	0	05 35 14.681	-05 22 33.86	17.6202	0.0379	1	16.4926	0.0147	1	13.0155	0.0516	1	12.3315	0.0104	1
4139	177	83.813533	-5.382461	1	0	05 35 15.248	-05 22 56.86	15.4481	0.0115	1	14.6495	0.0109	1	12.0311	0.0186	1	11.669	0.0102	1
4184	178	83.815158	-5.382419	2	0	05 35 15.638	-05 22 56.71	15.3492	0.0109	1	14.5043	0.0107	1	11.6019	0.0124	1	11.2826	0.0102	1
4184	178	83.815158	-5.382419	2	0	05 35 15.638	-05 22 56.71	12.7728	0.0119	1	13.0097	0.0112	1	11.8206	0.0214	1	11.4081	0.0109	1
3638	180	83.805437	-5.398069	1	0	05 35 13.305	-05 23 53.05	18.6481	0.173	1	19.6333	0.1298	1	13.6214	0.1078	1	16.8022	0.0646	1
3616	181	83.804979	-5.415417	1	0	05 35 13.195	-05 24 55.50	16.2991	0.0305	1	16.3783	0.0147	1	12.6102	0.0499	1	12.3993	0.0103	1
3638	182	83.805704	-5.398097	1	0	05 35 13.369	-05 23 53.15	       	       	0	       	       	0	       	       	3	18.1404	0.1462	1
3855	183	83.809821	-5.381683	1	0	05 35 14.357	-05 22 54.06	       	19.3354	2	       	20.4194	2	14.526	0.2296	1	18.1483	0.1018	1
4319	184	83.817025	-5.403167	2	0	05 35 16.086	-05 24 11.40	18.129	0.1392	1	19.7035	0.114	1	13.6663	0.0874	1	14.6305	0.0164	1
4319	184	83.817025	-5.403167	2	0	05 35 16.086	-05 24 11.40	17.9647	0.1284	1	19.6671	0.1101	1	13.6012	0.0864	1	14.6132	0.0153	1
4552	186	83.819862	-5.391128	1	0	05 35 16.767	-05 23 28.06	       	16.4541	2	11.4111	0.0103	1	10.7406	0.0201	1	10.3104	0.0104	1
4228	187	83.815712	-5.406875	1	0	05 35 15.771	-05 24 24.75	18.6507	0.2057	1	20.0126	0.1348	1	13.8753	0.1642	1	15.0544	0.0182	1
4705	188	83.822267	-5.376614	1	0	05 35 17.344	-05 22 35.81	15.8631	0.0194	1	16.1953	0.0151	1	11.1035	0.0181	1	12.6948	0.0116	1
3989	189	83.811771	-5.387781	1	0	05 35 14.825	-05 23 16.01	       	18.4074	2	       	19.8109	2	       	14.507	2	14.8924	0.0189	1
3718	190	83.806683	-5.407125	1	0	05 35 13.604	-05 24 25.65	18.6277	0.06	1	17.8301	0.0268	1	14.3852	0.0774	1	13.9415	0.0117	1
3976	191	83.811667	-5.384656	2	0	05 35 14.800	-05 23 04.76	17.1836	0.0549	1	19.8505	0.129	1	13.4612	0.0359	1	17.0043	0.0399	1
3976	191	83.811667	-5.384656	2	0	05 35 14.800	-05 23 04.76	17.1446	0.1095	1	18.869	0.1562	1	12.7075	0.0859	1	17.0206	0.0717	1
3942	193	83.811079	-5.38385	2	0	05 35 14.659	-05 23 01.86	       	19.2998	2	       	21.0241	2	       	       	3	15.4217	0.015	1
3942	193	83.811079	-5.38385	2	0	05 35 14.659	-05 23 01.86	       	18.4577	2	       	       	0	       	       	3	15.2554	0.0229	1
3565	195	83.803917	-5.416097	2	0	05 35 12.940	-05 24 57.95	20.0931	0.2818	1	       	21.0355	2	       	15.9907	2	16.5849	0.0281	1
3565	195	83.803917	-5.416097	2	0	05 35 12.940	-05 24 57.95	20.0162	0.2623	1	       	21.1549	2	       	15.9725	2	16.5867	0.0271	1
8188	197	83.812054	-5.375128	1	0	05 35 14.893	-05 22 30.46	18.6034	0.2366	1	19.9812	0.2678	1	13.4244	0.1171	1	17.8898	0.1595	1
4252	198	83.815037	-5.400875	1	0	05 35 15.609	-05 24 03.15	17.1217	0.0397	1	16.1567	0.0149	1	12.3789	0.0561	1	12.637	0.0107	1
3895	199	83.809446	-5.406819	1	0	05 35 14.267	-05 24 24.55	16.05	0.0153	1	15.3056	0.0116	1	11.7649	0.0158	1	11.9039	0.0106	1
4542	200	83.820246	-5.385308	1	0	05 35 16.859	-05 23 07.11	       	       	0	       	21.0071	2	15.0984	0.1805	1	16.3555	0.0247	1
4307	201	83.816729	-5.398056	1	0	05 35 16.015	-05 23 53.00	16.1153	0.0318	1	16.5791	0.0181	1	11.1926	0.0151	1	12.6282	0.0106	1
4273	202	83.816233	-5.393889	1	0	05 35 15.896	-05 23 38.00	17.2154	0.0662	1	18.5448	0.0633	1	11.9938	0.0389	1	15.5876	0.0261	1
4337	203	83.817237	-5.382031	2	0	05 35 16.137	-05 22 55.31	       	       	0	       	       	0	       	16.2717	2	17.4591	0.0536	1
4337	203	83.817237	-5.382031	2	0	05 35 16.137	-05 22 55.31	       	       	0	       	19.6451	2	       	15.3802	2	17.4284	0.0801	1
3843	205	83.809708	-5.421053	1	0	05 35 14.330	-05 25 15.79	       	19.3272	2	       	20.6214	2	       	15.9203	2	15.4815	0.0174	1
4065	206	83.813267	-5.381739	1	0	05 35 15.184	-05 22 54.26	16.8871	0.0875	1	17.2429	0.0324	1	13.5898	0.1718	1	12.9152	0.012	1
4427	207	83.817804	-5.387919	2	0	05 35 16.273	-05 23 16.51	14.9472	0.0221	1	15.8794	0.02	1	9.9734	0.0129	1	12.6594	0.011	1
4427	207	83.817804	-5.387919	2	0	05 35 16.273	-05 23 16.51	14.9564	0.0384	1	15.9243	0.0257	1	10.7165	0.015	1	12.7053	0.0109	1
4502	209	83.819704	-5.37535	1	0	05 35 16.729	-05 22 31.26	19.1317	0.26	1	19.5917	0.1704	1	       	       	3	15.1615	0.0174	1
4315	210	83.816958	-5.391058	1	0	05 35 16.070	-05 23 27.81	15.9597	0.0861	1	17.5797	0.0793	1	11.6483	0.0351	1	15.8835	0.041	1
4013	211	83.812025	-5.403278	1	0	05 35 14.886	-05 24 11.80	20.1724	0.254	1	19.8202	0.091	1	14.4788	0.2315	1	14.4785	0.0139	1
8189	212	83.818683	-5.376433	1	0	05 35 16.484	-05 22 35.16	17.4274	0.0437	1	19.1765	0.0541	1	12.4624	0.0307	1	14.2603	0.0125	1
4383	213	83.816896	-5.390097	2	0	05 35 16.055	-05 23 24.35	15.284	0.0634	1	16.7031	0.0549	1	10.7459	0.0213	1	14.9197	0.0239	1
4383	213	83.816896	-5.390097	2	0	05 35 16.055	-05 23 24.35	14.5713	0.0514	1	16.8099	0.0618	1	11.2656	0.0178	1	14.6175	0.0352	1
3778	215	83.807992	-5.407014	1	0	05 35 13.918	-05 24 25.25	       	20.2509	2	       	20.8507	2	15.8199	0.2315	1	17.6895	0.0675	1
3877	216	83.810204	-5.417264	1	0	05 35 14.449	-05 25 02.15	19.539	0.1841	1	20.5442	0.1782	1	14.9647	0.1721	1	14.1623	0.0117	1
4293	217	83.816121	-5.383864	1	0	05 35 15.869	-05 23 01.91	12.4588	0.0116	1	12.5116	0.0111	1	       	       	3	11.6382	0.011	1
3799	218	83.808542	-5.422361	2	0	05 35 14.050	-05 25 20.50	18.2629	0.092	1	20.1689	0.1991	1	13.4426	0.0581	1	15.4277	0.0153	1
3799	218	83.808542	-5.422361	2	0	05 35 14.050	-05 25 20.50	18.2851	0.1001	1	20.4979	0.1302	1	13.4265	0.0584	1	15.407	0.0159	1
4464	220	83.819108	-5.380656	1	0	05 35 16.586	-05 22 50.36	18.0334	0.109	1	20.4718	0.1847	1	13.6654	0.099	1	18.3511	0.1292	1
4020	221	83.812154	-5.403569	1	0	05 35 14.917	-05 24 12.85	       	19.175	2	19.6482	0.0865	1	       	14.4533	2	14.4319	0.0141	1
4297	222	83.816154	-5.375892	1	0	05 35 15.877	-05 22 33.21	       	       	0	       	21.4652	2	       	       	3	16.2309	0.033	1
4178	223	83.814962	-5.383017	2	0	05 35 15.591	-05 22 58.86	       	       	0	       	       	0	       	       	3	15.9705	0.019	1
4178	223	83.814962	-5.383017	2	0	05 35 15.591	-05 22 58.86	       	       	0	       	       	0	       	16.0709	2	15.9689	0.0292	1
4347	225	83.817429	-5.377072	1	0	05 35 16.183	-05 22 37.46	       	       	0	       	21.3679	2	       	       	3	15.282	0.0176	1
4148	226	83.814487	-5.380156	1	0	05 35 15.477	-05 22 48.56	18.7315	0.0924	1	17.6382	0.0281	1	13.9039	0.0813	1	13.1641	0.0118	1
3602	227	83.804658	-5.414708	1	0	05 35 13.118	-05 24 52.95	18.2419	0.199	1	       	20.2881	2	13.9229	0.2187	1	17.6083	0.0745	1
3982	228	83.811725	-5.396236	1	0	05 35 14.814	-05 23 46.45	       	18.3984	2	       	19.7495	2	       	13.7672	2	15.5418	0.0341	1
4073	229	83.813342	-5.388558	2	0	05 35 15.202	-05 23 18.81	18.1571	0.071	1	19.5227	0.1531	1	12.9017	0.024	1	15.637	0.0193	1
4073	229	83.813342	-5.388558	2	0	05 35 15.202	-05 23 18.81	18.1372	0.1084	1	19.3514	0.1101	1	12.6009	0.0558	1	15.5957	0.0413	1
4044	231	83.812633	-5.3836	1	0	05 35 15.032	-05 23 00.96	19.9176	0.2351	1	       	       	0	       	16.1752	2	17.7957	0.0737	1
4038	232	83.812592	-5.375308	1	0	05 35 15.022	-05 22 31.11	19.6112	0.1365	1	20.7274	0.1847	1	14.5837	0.078	1	15.7502	0.021	1
3997	233	83.811904	-5.375447	1	0	05 35 14.857	-05 22 31.61	       	19.0486	2	19.6388	0.0986	1	14.6091	0.1814	1	14.8684	0.0152	1
3976	234	83.811946	-5.384739	2	0	05 35 14.867	-05 23 05.06	17.9882	0.1134	1	19.4466	0.1975	1	14.5262	0.2011	1	16.6709	0.0309	1
3976	234	83.811946	-5.384739	2	0	05 35 14.867	-05 23 05.06	18.0758	0.2633	1	       	19.807	2	       	14.3498	2	16.4389	0.0565	1
3833	236	83.809613	-5.385642	2	0	05 35 14.307	-05 23 08.31	18.1712	0.2738	1	19.4376	0.2516	1	13.2877	0.1581	1	16.4274	0.0511	1
3833	236	83.809613	-5.385642	2	0	05 35 14.307	-05 23 08.31	17.7456	0.1824	1	19.5369	0.2673	1	13.1886	0.148	1	16.4051	0.0544	1
4594	238	83.820617	-5.383586	2	0	05 35 16.948	-05 23 00.91	17.4776	0.0242	1	16.8006	0.0192	1	12.6487	0.0178	1	12.628	0.0109	1
4594	238	83.820617	-5.383586	2	0	05 35 16.948	-05 23 00.91	17.3835	0.0452	1	16.6906	0.0189	1	12.5271	0.0314	1	12.5789	0.0107	1
4214	240	83.815642	-5.394	2	0	05 35 15.754	-05 23 38.40	       	19.7334	2	20.2766	0.1865	1	14.9644	0.2384	1	16.4657	0.0517	1
4214	240	83.815642	-5.394	2	0	05 35 15.754	-05 23 38.40	       	19.9558	2	20.65	0.2707	1	15.1528	0.2726	1	16.3892	0.0562	1
4727	242	83.822812	-5.380919	1	0	05 35 17.475	-05 22 51.31	17.7357	0.0788	1	19.7481	0.1005	1	12.5477	0.0597	1	15.6656	0.0289	1
4586	243	83.820667	-5.380142	1	0	05 35 16.960	-05 22 48.51	16.0777	0.0186	1	17.4323	0.0292	1	10.9827	0.0161	1	14.8913	0.0163	1
4630	244	83.8213	-5.380572	1	0	05 35 17.112	-05 22 50.06	19.53	0.1449	1	18.9402	0.0534	1	14.0816	0.1507	1	14.1586	0.0128	1
4361	245	83.817204	-5.385197	2	0	05 35 16.129	-05 23 06.71	10.0154	0.011	1	10.0329	0.0106	1	8.8458	0.0111	1	8.7044	0.0104	1
4361	245	83.817204	-5.385197	2	0	05 35 16.129	-05 23 06.71	11.7272	0.0307	1	12.9187	0.0228	1	11.7958	0.0531	1	9.7653	0.011	1
4224	247	83.815646	-5.386086	1	0	05 35 15.755	-05 23 09.91	12.4394	0.0127	1	12.9669	0.0203	1	10.6844	0.0161	1	10.0813	0.0109	1
4246	248	83.815912	-5.387378	2	0	05 35 15.819	-05 23 14.56	10.1304	0.0284	1	9.5876	0.0108	1	8.3969	0.0124	1	9.542	0.0104	1
4246	248	83.815912	-5.387378	2	0	05 35 15.819	-05 23 14.56	       	16.4261	2	11.326	0.0232	1	10.3987	0.0257	1	9.6282	0.011	1
4537	250	83.820117	-5.390556	1	0	05 35 16.828	-05 23 26.00	14.216	0.0203	1	15.2297	0.0217	1	10.4398	0.0128	1	13.733	0.0156	1
4682	251	83.822358	-5.384697	1	0	05 35 17.366	-05 23 04.91	17.7497	0.1585	1	18.9396	0.1929	1	14.7944	0.1534	1	16.3387	0.05	1
4406	252	83.818046	-5.380281	2	0	05 35 16.331	-05 22 49.01	17.5548	0.0257	1	18.281	0.034	1	12.8401	0.027	1	14.1666	0.0114	1
4406	252	83.818046	-5.380281	2	0	05 35 16.331	-05 22 49.01	17.6351	0.0549	1	18.2434	0.0381	1	12.2009	0.0654	1	14.1206	0.0139	1
4256	254	83.815954	-5.379433	1	0	05 35 15.829	-05 22 45.96	13.9248	0.0121	1	18.7988	0.0754	1	14.6778	0.1653	1	13.7362	0.0127	1
4089	255	83.813721	-5.389781	1	0	05 35 15.293	-05 23 23.21	17.0811	0.0926	1	19.0537	0.1752	1	12.9069	0.167	1	15.623	0.0385	1
4100	256	83.813971	-5.390031	1	0	05 35 15.353	-05 23 24.11	17.5278	0.0754	1	18.9292	0.0786	1	12.9111	0.1127	1	16.8255	0.0889	1
3985	257	83.811321	-5.389725	1	0	05 35 14.717	-05 23 23.01	17.3216	0.1359	1	18.6408	0.1398	1	12.8717	0.1161	1	15.254	0.0247	1
4234	258	83.815796	-5.390697	2	0	05 35 15.791	-05 23 26.51	15.6678	0.0133	1	16.2152	0.0186	1	10.2923	0.0155	1	14.1817	0.0124	1
4234	258	83.815796	-5.390697	2	0	05 35 15.791	-05 23 26.51	14.9749	0.0173	1	16.2457	0.0191	1	10.5905	0.0249	1	13.8361	0.0132	1
4264	260	83.815887	-5.390419	2	0	05 35 15.813	-05 23 25.51	16.4113	0.0215	1	17.6758	0.0299	1	10.5653	0.0147	1	14.9889	0.0148	1
4264	260	83.815887	-5.390419	2	0	05 35 15.813	-05 23 25.51	15.5858	0.0284	1	17.007	0.0339	1	10.6773	0.0191	1	14.5473	0.0168	1
4024	262	83.812188	-5.391403	1	0	05 35 14.925	-05 23 29.05	18.6185	0.1516	1	19.3636	0.0977	1	13.6296	0.1292	1	14.564	0.0166	1
3938	263	83.811058	-5.391281	1	0	05 35 14.654	-05 23 28.61	       	       	0	       	19.5653	2	       	       	3	17.0234	0.0759	1
3867	264	83.809979	-5.389739	1	0	05 35 14.395	-05 23 23.06	       	       	0	       	       	0	       	       	3	17.1638	0.0926	1
3897	265	83.80995	-5.392639	1	0	05 35 14.388	-05 23 33.50	       	19.2616	2	       	19.6535	2	13.3001	0.1331	1	12.5657	0.0107	1
4048	266	83.812254	-5.394194	1	0	05 35 14.941	-05 23 39.10	17.3434	0.193	1	16.3021	0.0229	1	13.2856	0.1526	1	12.4158	0.0107	1
4162	267	83.814612	-5.393736	2	0	05 35 15.507	-05 23 37.45	15.1563	0.035	1	16.3977	0.0308	1	10.7321	0.0318	1	14.0048	0.0151	1
4162	267	83.814612	-5.393736	2	0	05 35 15.507	-05 23 37.45	15.2829	0.0315	1	16.5502	0.0316	1	10.7594	       	3	14.0969	0.0153	1
4108	269	83.81405	-5.392611	2	0	05 35 15.372	-05 23 33.40	       	       	0	       	20.1426	2	       	       	3	14.4636	0.0189	1
4108	269	83.81405	-5.392611	2	0	05 35 15.372	-05 23 33.40	       	       	0	       	20.0353	2	       	14.3901	2	14.4662	0.0196	1
4058	271	83.813133	-5.396292	1	0	05 35 15.152	-05 23 46.65	17.5051	0.2004	1	20.1292	0.247	1	13.7302	0.2372	1	14.3375	0.0209	1
4128	272	83.814271	-5.395972	1	0	05 35 15.425	-05 23 45.50	16.4867	0.0501	1	17.066	0.0286	1	11.6054	0.0601	1	13.2921	0.0117	1
4341	273	83.816412	-5.397194	1	0	05 35 15.939	-05 23 49.90	13.9927	0.011	1	14.057	0.0104	1	10.2462	0.0141	1	11.0358	0.0102	1
4042	274	83.812629	-5.398458	1	0	05 35 15.031	-05 23 54.45	       	       	0	       	       	0	       	       	3	16.0026	0.0652	1
4420	275	83.818192	-5.400917	1	0	05 35 16.366	-05 24 03.30	16.435	0.0366	1	15.5467	0.0125	1	12.3582	0.1272	1	11.9141	0.0104	1
4218	276	83.81565	-5.403194	1	0	05 35 15.756	-05 24 11.50	       	       	0	       	21.3321	2	       	14.754	2	16.6756	0.0543	1
3924	277	83.810712	-5.397417	1	0	05 35 14.571	-05 23 50.70	       	18.7526	2	       	20.0266	2	       	14.0859	2	18.0008	0.1401	1
4277	278	83.816246	-5.404958	1	0	05 35 15.899	-05 24 17.85	17.3951	0.055	1	19.4866	0.0752	1	12.2688	0.0351	1	15.9376	0.0293	1
3523	279	83.802621	-5.407319	1	0	05 35 12.629	-05 24 26.35	18.1933	0.0742	1	19.9664	0.1773	1	13.938	0.0711	1	18.8464	0.2315	1
3809	280	83.808483	-5.394042	1	0	05 35 14.036	-05 23 38.55	       	19.7056	2	20.4343	0.2595	1	13.7122	0.1023	1	12.5792	0.0106	1
3686	281	83.806337	-5.391917	1	0	05 35 13.521	-05 23 30.90	       	19.2001	2	18.5993	0.0682	1	       	       	3	14.1109	0.0137	1
3780	282	83.807987	-5.388933	1	0	05 35 13.917	-05 23 20.16	       	18.8467	2	       	20.2056	2	13.9356	0.2062	1	15.8414	0.044	1
3630	283	83.805325	-5.382739	1	0	05 35 13.278	-05 22 57.86	       	18.4551	2	       	19.8401	2	13.7402	0.2855	1	15.8535	0.0358	1
3451	284	83.799858	-5.381711	1	0	05 35 11.966	-05 22 54.16	       	       	0	       	       	0	       	14.3045	2	16.6459	0.0583	1
3376	285	83.798429	-5.380989	1	0	05 35 11.623	-05 22 51.56	18.3987	0.2024	1	       	20.2641	2	13.6099	0.1521	1	15.2606	0.0182	1
3264	286	83.793683	-5.379267	2	0	05 35 10.484	-05 22 45.36	17.8281	0.022	1	16.4474	0.0196	1	13.482	0.0183	1	12.7487	0.0107	1
3264	286	83.793683	-5.379267	2	0	05 35 10.484	-05 22 45.36	17.5661	0.036	1	16.4569	0.014	1	13.1778	0.0348	1	12.3839	0.0105	1
2987	288	83.785525	-5.421567	1	0	05 35 08.526	-05 25 17.64	18.926	0.0407	1	20.1874	0.1414	1	14.4229	0.0281	1	13.8914	0.0109	1
3241	289	83.794108	-5.378989	1	0	05 35 10.586	-05 22 44.36	18.0649	0.043	1	18.1436	0.0304	1	13.5673	0.0439	1	14.0257	0.0117	1
3307	290	83.795737	-5.373544	1	0	05 35 10.977	-05 22 24.76	       	       	0	       	20.8086	2	       	       	3	16.1569	0.0259	1
4228	291	83.815812	-5.406847	1	0	05 35 15.795	-05 24 24.65	18.564	0.2078	1	19.4091	0.1714	1	13.5152	0.1197	1	15.1281	0.0191	1
3794	292	83.808483	-5.430567	2	0	05 35 14.036	-05 25 50.04	21.3142	0.2484	1	20.7421	0.1833	1	16.1295	0.0518	1	14.9945	0.0127	1
3794	292	83.808483	-5.430567	2	0	05 35 14.036	-05 25 50.04	       	21.6427	2	19.891	0.0689	1	16.1894	0.1101	1	15.0103	0.0135	1
4626	294	83.820825	-5.375836	1	0	05 35 16.998	-05 22 33.01	16.6461	0.0362	1	15.7909	0.014	1	12.9389	0.0657	1	12.4278	0.0114	1
4989	295	83.825937	-5.387683	1	0	05 35 18.225	-05 23 15.66	17.8829	0.0779	1	18.7175	0.053	1	12.2944	0.0371	1	14.2785	0.0124	1
5027	296	83.826679	-5.377044	1	0	05 35 18.403	-05 22 37.36	15.5752	0.0177	1	14.674	0.0112	1	11.8579	0.0386	1	11.4371	0.0108	1
4607	297	83.819821	-5.401181	1	0	05 35 16.757	-05 24 04.25	16.3416	0.0242	1	15.5141	0.0115	1	12.5497	       	3	11.9481	       	3
4899	298	83.824683	-5.379281	1	0	05 35 17.924	-05 22 45.41	14.3949	0.0122	1	13.6749	0.0109	1	10.9274	0.0246	1	10.6725	0.0105	1
4647	299	83.821137	-5.39275	1	0	05 35 17.073	-05 23 33.90	12.8962	0.0104	1	14.7838	0.0113	1	10.9061	0.0142	1	11.5453	0.0103	1
4783	300	83.823512	-5.381017	1	0	05 35 17.643	-05 22 51.66	       	20.0873	2	       	21.1966	2	       	15.368	2	16.505	0.058	1
4771	301	83.823125	-5.382433	1	0	05 35 17.550	-05 22 56.76	17.4267	0.0437	1	16.5649	0.0184	1	12.5418	0.0565	1	12.5373	0.0109	1
4602	302	83.820725	-5.393639	1	0	05 35 16.974	-05 23 37.10	14.563	0.0136	1	15.5913	0.0128	1	10.4399	0.012	1	12.8284	0.0106	1
4188	303	83.815237	-5.419583	1	0	05 35 15.657	-05 25 10.50	18.1764	0.0951	1	18.8422	0.0539	1	14.3001	0.1711	1	14.5202	0.0135	1
4454	304	83.819058	-5.401694	1	0	05 35 16.574	-05 24 06.10	18.6805	0.1824	1	19.6522	0.0876	1	13.507	0.1379	1	14.2871	0.013	1
4855	305	83.824425	-5.384211	1	0	05 35 17.862	-05 23 03.16	18.4074	0.0701	1	18.2247	0.0351	1	14.2162	0.1034	1	14.2955	0.0129	1
4196	306	83.815287	-5.4259	1	0	05 35 15.669	-05 25 33.24	15.6158	0.013	1	18.6804	0.0561	1	12.3545	0.0215	1	13.4488	0.0107	1
5046	307	83.825833	-5.393375	1	0	05 35 18.200	-05 23 36.15	13.0982	0.0103	1	13.6432	0.0104	1	11.5326	0.0164	1	11.8383	0.0102	1
4351	308	83.817437	-5.415694	1	0	05 35 16.185	-05 24 56.50	16.7864	0.0283	1	18.9879	0.077	1	12.681	0.034	1	14.3897	0.0122	1
4351	309	83.817533	-5.415583	1	0	05 35 16.208	-05 24 56.10	16.9731	0.0356	1	18.4283	0.0333	1	12.8164	0.0378	1	14.6194	0.0128	1
4760	310	83.823133	-5.390267	1	0	05 35 17.552	-05 23 24.96	16.3586	0.0416	1	17.5794	0.0453	1	11.0024	0.0239	1	14.6889	0.0208	1
4723	311	83.822621	-5.404792	1	0	05 35 17.429	-05 24 17.25	18.2777	0.1422	1	20.1832	0.1482	1	13.7495	0.1417	1	15.5288	0.0226	1
4874	312	83.824233	-5.387642	1	0	05 35 17.816	-05 23 15.51	18.2226	0.1408	1	18.3231	0.1089	1	12.8138	0.078	1	12.9943	0.0108	1
4811	313	83.82385	-5.387461	1	0	05 35 17.724	-05 23 14.86	       	18.7725	2	       	19.7383	2	14.192	0.2553	1	16.2471	0.0411	1
4799	314	83.823596	-5.394722	1	0	05 35 17.663	-05 23 41.00	15.3721	0.0125	1	16.676	0.0169	1	10.3117	0.0109	1	14.1161	0.0121	1
4414	315	83.818108	-5.419333	1	0	05 35 16.346	-05 25 09.60	19.5826	0.094	1	20.3958	0.1258	1	13.7221	0.0316	1	13.5931	0.011	1
4997	316	83.826121	-5.385406	1	0	05 35 18.269	-05 23 07.46	18.0882	0.1534	1	       	20.1603	2	14.3205	0.1957	1	15.6907	0.0217	1
4929	317	83.825137	-5.391889	1	0	05 35 18.033	-05 23 30.80	16.6784	0.03	1	18.4894	0.0394	1	11.3085	0.0161	1	15.533	0.0227	1
4692	318	83.822404	-5.400069	1	0	05 35 17.377	-05 24 00.25	19.141	0.2592	1	20.5547	0.1683	1	14.2679	0.169	1	15.4063	0.0185	1
4694	319	83.822433	-5.403861	1	0	05 35 17.384	-05 24 13.90	17.8486	0.0915	1	20.589	0.2165	1	13.2424	0.1059	1	15.7379	0.0278	1
4825	320	83.824012	-5.395167	1	0	05 35 17.763	-05 23 42.60	18.6254	0.2142	1	19.5009	0.1798	1	13.2485	0.1547	1	17.379	0.0808	1
4663	321	83.821921	-5.406722	1	0	05 35 17.261	-05 24 24.20	19.1286	0.2899	1	20.7977	0.2544	1	14.7205	0.2516	1	15.1083	0.0162	1
4907	322	83.824842	-5.393147	1	0	05 35 17.962	-05 23 35.33	       	19.9725	2	       	20.4961	2	14.5877	0.1742	1	15.3427	0.0167	1
4831	323	83.824083	-5.395625	1	0	05 35 17.780	-05 23 44.25	       	19.6224	2	       	21.3701	2	       	14.7101	2	15.7041	0.0247	1
5101	324	83.827887	-5.382447	1	0	05 35 18.693	-05 22 56.81	17.9542	0.1549	1	16.6524	0.0196	1	12.9814	0.0641	1	12.787	0.0108	1
4311	325	83.816792	-5.430844	1	0	05 35 16.030	-05 25 51.04	       	20.6224	2	21.1346	0.1966	1	16.5124	0.1354	1	15.4476	0.015	1
4638	326	83.821308	-5.409556	1	0	05 35 17.114	-05 24 34.40	19.509	0.1952	1	20.8144	0.264	1	14.7493	0.1075	1	18.8547	0.1442	1
4456	327	83.819054	-5.421594	1	0	05 35 16.573	-05 25 17.74	       	       	0	21.0607	0.2447	1	       	       	3	15.1455	0.0154	1
5101	328	83.827808	-5.382225	1	0	05 35 18.674	-05 22 56.01	19.0074	0.2991	1	       	21.264	2	       	14.9923	2	16.2383	0.0444	1
5094	329	83.827758	-5.387183	1	0	05 35 18.662	-05 23 13.86	16.1205	0.0333	1	15.2753	0.0118	1	11.9696	0.0393	1	11.8491	0.0104	1
4963	330	83.825771	-5.392097	1	0	05 35 18.185	-05 23 31.55	       	19.4121	2	       	20.5155	2	       	       	3	17.3448	0.0638	1
5060	331	83.827037	-5.391475	1	0	05 35 18.489	-05 23 29.31	       	       	0	       	20.1841	2	14.6544	0.2922	1	16.1361	0.0406	1
4636	332	83.821304	-5.416292	1	0	05 35 17.113	-05 24 58.65	18.8182	0.1687	1	20.0559	0.1111	1	13.8978	0.1162	1	14.5695	0.0132	1
4927	333	83.825133	-5.400861	1	0	05 35 18.032	-05 24 03.10	       	19.6547	2	       	20.5851	2	14.8102	0.2617	1	15.8007	0.0242	1
5217	334	83.830017	-5.380753	1	1	05 35 19.204	-05 22 50.71	20.579	0.2386	1	18.6804	0.0374	1	14.8713	0.0627	1	14.0428	0.0116	1
4805	335	83.8237	-5.415028	1	0	05 35 17.688	-05 24 54.10	18.7029	0.128	1	20.4371	0.152	1	13.5505	0.0675	1	14.9607	0.0149	1
5162	336	83.829013	-5.389447	1	0	05 35 18.963	-05 23 22.01	18.9108	0.1453	1	       	20.4966	2	14.0728	0.1092	1	16.978	0.0559	1
4837	337	83.824221	-5.411403	1	1	05 35 17.813	-05 24 41.05	18.6831	0.1164	1	20.2341	0.2816	1	13.6644	0.0813	1	16.4973	0.0389	1
4816	338	83.823862	-5.412153	1	1	05 35 17.727	-05 24 43.75	19.4419	0.1707	1	20.3784	0.1613	1	14.7369	0.1469	1	15.6798	0.0241	1
5021	339	83.826358	-5.401347	1	0	05 35 18.326	-05 24 04.85	       	       	0	18.8212	0.0405	1	       	       	3	14.7953	0.0134	1
